,Yield_Curve,SP500_Returns,Negative_Returns
2014-07-03,2.13,0.005479535302995053,0
2014-07-07,2.11,-0.003923563542590047,1
2014-07-08,2.0700000000000003,-0.0070487700048037505,1
2014-07-09,2.0599999999999996,0.004644270284308805,0
2014-07-10,2.09,-0.004131121282624384,1
2014-07-11,2.05,0.001470977461978551,0
2014-07-14,2.07,0.004843537968153511,0
2014-07-15,2.0700000000000003,-0.0019321228061301987,1
2014-07-16,2.05,0.0042011270574879855,0
2014-07-17,2.0,-0.011834050777918548,1
2014-07-18,1.99,0.01026494801135791,0
2014-07-21,1.9800000000000002,-0.0023202677154209317,1
2014-07-22,1.99,0.005016137776584273,0
2014-07-23,1.98,0.0017544478782776096,0
2014-07-24,1.99,0.00048817066849182744,0
2014-07-25,1.95,-0.004849143351542851,1
2014-07-28,1.96,0.0002881203433182655,0
2014-07-29,1.9300000000000002,-0.004527745071781997,1
2014-07-30,2.01,6.091525165596856e-05,0
2014-07-31,2.05,-0.019999289365352446,1
2014-08-01,2.05,-0.0028591110857888458,1
2014-08-04,2.04,0.007189050203880276,0
2014-08-05,2.0200000000000005,-0.009685454798632254,1
2014-08-06,2.0100000000000002,1.56232912025267e-05,0
2014-08-07,1.9900000000000002,-0.005556597092030158,1
2014-08-08,1.99,0.011531391884036735,0
2014-08-11,1.97,0.0027593847555642537,0
2014-08-12,2.01,-0.001636618962063574,1
2014-08-13,2.0,0.006707175177763425,0
2014-08-14,1.98,0.004345771348730265,0
2014-08-15,1.92,-6.137542323469969e-05,1
2014-08-18,1.9500000000000002,0.00853170746677856,0
2014-08-19,1.94,0.005000659316136913,0
2014-08-20,1.9400000000000002,0.002477795720629894,0
2014-08-21,1.9200000000000002,0.002949897055640305,0
2014-08-22,1.8699999999999999,-0.0019926017757744274,1
2014-08-25,1.86,0.004787769060551117,0
2014-08-26,1.87,0.0010510931368623577,0
2014-08-27,1.86,4.999950000494913e-05,0
2014-08-28,1.8399999999999999,-0.0016898986060835952,1
2014-08-29,1.87,0.0033204122720034146,0
2014-09-02,1.89,-0.0005440832197746159,1
2014-09-03,1.8900000000000001,-0.0007791118125336505,1
2014-09-04,1.9100000000000001,-0.0015344475988643413,1
2014-09-05,1.94,0.005035917202713236,0
2014-09-08,1.94,-0.0030731529952034986,1
2014-09-09,1.94,-0.006544960380507003,1
2014-09-10,1.96,0.0036460743095090287,0
2014-09-11,1.96,0.0008819004955680221,0
2014-09-12,2.04,-0.005962602317955423,1
2014-09-15,2.02,-0.0007101342707775959,1
2014-09-16,2.05,0.007484388623729243,0
2014-09-17,2.0300000000000002,0.0012956607870013848,0
2014-09-18,2.04,0.004891160439055353,0
2014-09-19,2.0,-0.00047728899848853423,1
2014-09-22,1.9899999999999998,-0.008013330680461617,1
2014-09-23,1.9700000000000002,-0.005776491884329715,1
2014-09-24,1.98,0.007832476787524412,0
2014-09-25,1.96,-0.0161687434319171,1
2014-09-26,1.9500000000000002,0.008575832023560492,0
2014-09-29,1.92,-0.002546839145674107,1
2014-09-30,1.94,-0.002785923753665709,1
2014-10-01,1.89,-0.013248558781923436,1
2014-10-02,1.91,5.138323673214984e-06,0
2014-10-03,1.8800000000000003,0.011165519969992266,0
2014-10-06,1.8900000000000001,-0.0015651201788710045,1
2014-10-07,1.8399999999999999,-0.015126067527814313,1
2014-10-08,1.8900000000000001,0.017461629889928165,0
2014-10-09,1.88,-0.020661387888607274,1
2014-10-10,1.86,-0.011451034897651202,1
2014-10-14,1.8199999999999998,0.0015788856054705924,0
2014-10-15,1.8099999999999998,-0.008100335516855739,1
2014-10-16,1.8199999999999998,0.0001449672213005293,0
2014-10-17,1.83,0.01288410745345625,0
2014-10-20,1.83,0.009142657253704778,0
2014-10-21,1.85,0.019574477024805637,0
2014-10-22,1.84,-0.0072993076732877915,1
2014-10-23,1.8800000000000001,0.012303397315150733,0
2014-10-24,1.8800000000000001,0.007053444192698377,0
2014-10-27,1.86,-0.0015015932158526368,1
2014-10-28,1.88,0.01193905068743839,0
2014-10-29,1.8599999999999999,-0.001385355532606214,1
2014-10-30,1.8399999999999999,0.006230136709882483,0
2014-10-31,1.85,0.01173138144536634,0
2014-11-03,1.8399999999999999,-0.00011892668665292039,1
2014-11-04,1.83,-0.0028298006254305896,1
2014-11-05,1.8399999999999999,0.005700511902986927,0
2014-11-06,1.85,0.003775505665729373,0
2014-11-07,1.8099999999999998,0.0003495453448929542,0
2014-11-10,1.8299999999999998,0.0031202015827394014,0
2014-11-12,1.82,-0.0007010903671164082,1
2014-11-13,1.82,0.0005298663068808995,0
2014-11-14,1.7799999999999998,0.00024027499227696758,0
2014-11-17,1.7999999999999998,0.000735359002264957,0
2014-11-18,1.7899999999999998,0.005133932945349251,0
2014-11-19,1.8199999999999998,-0.0015011209669559822,1
2014-11-20,1.8099999999999998,0.001967081885274835,0
2014-11-21,1.78,0.0052368773596394025,0
2014-11-24,1.7699999999999998,0.0028640659074388175,0
2014-11-25,1.76,-0.0011500862564690628,1
2014-11-26,1.7100000000000002,0.002805958307329659,0
2014-11-28,1.7100000000000002,-0.002542417853852008,1
2014-12-01,1.7300000000000002,-0.006829306041904459,1
2014-12-02,1.7299999999999998,0.006384408602150504,0
2014-12-03,1.7200000000000002,0.003764728654036764,0
2014-12-04,1.7,-0.001161820925310808,1
2014-12-05,1.6600000000000001,0.0016651222054904213,0
2014-12-08,1.6199999999999997,-0.0072565373885138396,1
2014-12-09,1.58,-0.0002378282879760274,1
2014-12-10,1.5900000000000003,-0.016350943286306596,1
2014-12-11,1.5699999999999998,0.004535718163601654,0
2014-12-12,1.54,-0.016213586985894146,1
2014-12-15,1.52,-0.006342610858349973,1
2014-12-16,1.4899999999999998,-0.008489015545603995,1
2014-12-17,1.52,0.020352403256384655,0
2014-12-18,1.5500000000000003,0.024015221894887473,0
2014-12-19,1.5,0.0045700867928373246,0
2014-12-22,1.46,0.0038103977012049484,0
2014-12-23,1.5299999999999998,0.001746418158899976,0
2014-12-24,1.54,-0.00013927777270827946,1
2014-12-26,1.52,0.0033095087132783974,0
2014-12-29,1.5000000000000002,0.0008617511741360051,0
2014-12-30,1.5100000000000002,-0.004888618893411967,1
2014-12-31,1.5,-0.010310765015502099,1
2015-01-02,1.46,-0.0003399873718977764,1
2015-01-05,1.3599999999999999,-0.018278107083859685,1
2015-01-06,1.3199999999999998,-0.008893486028764053,1
2015-01-07,1.3399999999999999,0.011629823080879564,0
2015-01-08,1.4099999999999997,0.017888345920331616,0
2015-01-09,1.3900000000000001,-0.008403891103416772,1
2015-01-12,1.3599999999999999,-0.008093661513783657,1
2015-01-13,1.3699999999999999,-0.0025785648782700177,1
2015-01-14,1.35,-0.005813062584341333,1
2015-01-15,1.33,-0.00924788815027322,1
2015-01-16,1.34,0.013424199691870697,0
2015-01-20,1.29,0.0015499499856392873,0
2015-01-21,1.34,0.004731650639044682,0
2015-01-22,1.3699999999999999,0.01526976753341347,0
2015-01-23,1.29,-0.005491602646438665,1
2015-01-26,1.29,0.002568451423614171,0
2015-01-27,1.29,-0.0133878439932138,1
2015-01-28,1.23,-0.013495602473454604,1
2015-01-29,1.26,0.009534702521277083,0
2015-01-30,1.21,-0.012991960420531856,1
2015-02-02,1.19,0.0129624709898295,0
2015-02-03,1.27,0.01443946854046585,0
2015-02-04,1.29,-0.004156036740925795,1
2015-02-05,1.31,0.010291401952476242,0
2015-02-06,1.2999999999999998,-0.0034181486724977894,1
2015-02-09,1.31,-0.004247203802536514,1
2015-02-10,1.3399999999999999,0.010675513255225422,0
2015-02-11,1.33,-2.9005264455483903e-05,1
2015-02-12,1.38,0.009644530173601451,0
2015-02-13,1.3599999999999999,0.004074733777675421,0
2015-02-17,1.4400000000000002,0.0015975278852071728,0
2015-02-18,1.4499999999999997,-0.00031423483816916953,1
2015-02-19,1.44,-0.0010620666006249113,1
2015-02-20,1.46,0.0061264869245991616,0
2015-02-23,1.42,-0.0003032744159600087,1
2015-02-24,1.3900000000000001,0.002758738374904146,0
2015-02-25,1.35,-0.0007657836519371353,1
2015-02-26,1.3699999999999997,-0.0014759728648067183,1
2015-02-27,1.37,-0.002956309161715742,1
2015-03-02,1.42,0.0061249703017343116,0
2015-03-03,1.44,-0.004538606491954589,1
2015-03-04,1.46,-0.0043885035440131,1
2015-03-05,1.46,0.0011960753479816066,0
2015-03-06,1.5100000000000002,-0.014173932909416154,1
2015-03-09,1.5000000000000002,0.003944458928381467,0
2015-03-10,1.4400000000000002,-0.016961378839393415,1
2015-03-11,1.41,-0.0019176581089542788,1
2015-03-12,1.4300000000000002,0.012601458651923192,0
2015-03-13,1.4499999999999997,-0.006074687189912553,1
2015-03-16,1.44,0.01353365150482122,0
2015-03-17,1.36,-0.003320215838054086,1
2015-03-18,1.3599999999999999,0.012158435698169878,0
2015-03-19,1.35,-0.004872588711598014,1
2015-03-20,1.33,0.009012717360609157,0
2015-03-23,1.3199999999999998,-0.0017456477396706749,1
2015-03-24,1.2999999999999998,-0.006139458853270718,1
2015-03-25,1.3399999999999999,-0.014558928998326448,1
2015-03-26,1.4,-0.0023774289803740745,1
2015-03-27,1.37,0.002368504243367431,0
2015-03-30,1.38,0.012236659518102488,0
2015-03-31,1.38,-0.008795728200015285,1
2015-04-01,1.32,-0.003965394677666545,1
2015-04-02,1.3699999999999999,0.0035296573756244953,0
2015-04-03,1.36,0.0,0
2015-04-06,1.41,0.006608739404729613,0
2015-04-07,1.3699999999999999,-0.0020618853995443276,1
2015-04-08,1.38,0.0026826178882932705,0
2015-04-09,1.41,0.004457466737115112,0
2015-04-10,1.3900000000000001,0.005202804158417784,0
2015-04-13,1.4,-0.004581220326727142,1
2015-04-14,1.3699999999999999,0.0016296841471401535,0
2015-04-15,1.4,0.005148293762882616,0
2015-04-16,1.4,-0.0007784945624055295,1
2015-04-17,1.36,-0.01131121763048748,1
2015-04-20,1.3499999999999999,0.009235145446333526,0
2015-04-21,1.3699999999999999,-0.0014806703485050754,1
2015-04-22,1.42,0.00508751770141469,0
2015-04-23,1.41,0.002357729748192483,0
2015-04-24,1.39,0.00225279588060201,0
2015-04-27,1.4,-0.004141304912428145,1
2015-04-28,1.44,0.0027691899171140566,0
2015-04-29,1.5,-0.003740377158637509,1
2015-04-30,1.4699999999999998,-0.010128865367728945,1
2015-05-01,1.52,0.010922987662490113,0
2015-05-04,1.56,0.0029407719051932624,0
2015-05-05,1.5699999999999998,-0.011837369767650707,1
2015-05-06,1.6,-0.0044556966871822645,1
2015-05-07,1.5500000000000003,0.0037737663149290945,0
2015-05-08,1.5700000000000003,0.01345785440613012,0
2015-05-11,1.6599999999999997,-0.005089551533481451,1
2015-05-12,1.67,-0.002949656348410934,1
2015-05-13,1.6800000000000002,-0.00030488966805131135,1
2015-05-14,1.67,0.010779230681254859,0
2015-05-15,1.59,0.0007684691905143204,0
2015-05-18,1.65,0.003047961822747025,0
2015-05-19,1.6400000000000001,-0.0006434341536727395,1
2015-05-20,1.6599999999999997,-0.0009305254649102368,1
2015-05-21,1.5899999999999999,0.002337888374062347,0
2015-05-22,1.5699999999999998,-0.0022338817919862475,1
2015-05-26,1.5,-0.01028192995494015,1
2015-05-27,1.5,0.00916262712669913,0
2015-05-28,1.5099999999999998,-0.0012667884792887385,1
2015-05-29,1.5100000000000002,-0.006318400218786491,1
2015-06-01,1.5499999999999998,0.0020594194714789182,0
2015-06-02,1.63,-0.0010086516742198182,1
2015-06-03,1.69,0.0021188850967008843,0
2015-06-04,1.65,-0.008623177094419732,1
2015-06-05,1.6800000000000002,-0.0014361783342240475,1
2015-06-08,1.6900000000000002,-0.00647448669982742,1
2015-06-09,1.7,0.00041841406640763523,0
2015-06-10,1.75,0.012042400788404573,0
2015-06-11,1.6600000000000001,0.001738552156564932,0
2015-06-12,1.6500000000000001,-0.006994300238043261,1
2015-06-15,1.64,-0.004622488789987278,1
2015-06-16,1.6099999999999999,0.005689804886707783,0
2015-06-17,1.65,0.001979687924857698,0
2015-06-18,1.69,0.009902687056045245,0
2015-06-19,1.6099999999999999,-0.005303501725405946,1
2015-06-22,1.69,0.006094815615239835,0
2015-06-23,1.72,0.0006359375368019116,0
2015-06-24,1.6999999999999997,-0.0073533565577629245,1
2015-06-25,1.7199999999999998,-0.002973565148109092,1
2015-06-26,1.7700000000000002,-0.0003900471386237836,1
2015-06-29,1.69,-0.020866147352592623,1
2015-06-30,1.71,0.0026583853346553443,0
2015-07-01,1.7400000000000002,0.0069361304050681305,0
2015-07-02,1.7599999999999998,-0.0003080744384861278,1
2015-07-06,1.6999999999999997,-0.003861747512976854,1
2015-07-07,1.69,0.006080937373112327,0
2015-07-08,1.6700000000000002,-0.016652733335255188,1
2015-07-09,1.7199999999999998,0.002262200246252455,0
2015-07-10,1.77,0.012338456888524973,0
2015-07-13,1.75,0.011066059269389639,0
2015-07-14,1.75,0.004453229186511587,0
2015-07-15,1.7199999999999998,-0.0007349628962278754,1
2015-07-16,1.69,0.008014615165606864,0
2015-07-17,1.6599999999999997,0.0011062519712468077,0
2015-07-20,1.67,0.0007711695444458933,0
2015-07-21,1.6400000000000001,-0.0042616573007311365,1
2015-07-22,1.58,-0.002387682202330099,1
2015-07-23,1.5699999999999998,-0.005676040016082129,1
2015-07-24,1.57,-0.010703327545608099,1
2015-07-27,1.5499999999999998,-0.0057750102180655905,1
2015-07-28,1.5699999999999998,0.012386102029366963,0
2015-07-29,1.59,0.007318762689597635,0
2015-07-30,1.5599999999999998,2.845530383144279e-05,0
2015-07-31,1.5300000000000002,-0.0022716171163267296,1
2015-08-03,1.48,-0.002756863639820639,1
2015-08-04,1.49,-0.0022497187851517886,1
2015-08-05,1.5499999999999998,0.003114669520188018,0
2015-08-06,1.52,-0.007752971654983343,1
2015-08-07,1.4500000000000002,-0.0028748872122712488,1
2015-08-10,1.5100000000000002,0.012808232694927035,0
2015-08-11,1.4699999999999998,-0.009557167162504987,1
2015-08-12,1.4700000000000002,0.0009500640573494312,0
2015-08-13,1.47,-0.0012751372210638712,1
2015-08-14,1.4700000000000002,0.0039118935964941315,0
2015-08-17,1.4400000000000002,0.005211470973541132,0
2015-08-18,1.4600000000000002,-0.0026255208234241545,1
2015-08-19,1.4500000000000002,-0.008254964424012301,1
2015-08-20,1.4,-0.021100110116800797,1
2015-08-21,1.4099999999999997,-0.031850982202944356,1
2015-08-24,1.42,-0.03941366590728046,1
2015-08-25,1.4500000000000002,-0.013522007595565322,1
2015-08-26,1.5100000000000002,0.03903384539598753,0
2015-08-27,1.5,0.024297736162143035,0
2015-08-28,1.47,0.0006087560246721413,0
2015-08-31,1.47,-0.008391699809439435,1
2015-09-01,1.47,-0.029576407832956453,1
2015-09-02,1.4800000000000002,0.018292969668469272,0
2015-09-03,1.4700000000000002,0.0011647835144650287,0
2015-09-04,1.42,-0.015329578244401953,1
2015-09-08,1.4600000000000002,0.025083020164270664,0
2015-09-09,1.46,-0.013897563229596788,1
2015-09-10,1.48,0.005277955139955992,0
2015-09-11,1.4900000000000002,0.0044870382986135215,0
2015-09-14,1.4500000000000002,-0.0040896458529868784,1
2015-09-15,1.46,0.012831344116577714,0
2015-09-16,1.48,0.008705367298757816,0
2015-09-17,1.51,-0.0025610055580335134,1
2015-09-18,1.44,-0.016164204602552523,1
2015-09-21,1.4800000000000002,0.004565813598361723,0
2015-09-22,1.4500000000000002,-0.01231843902042229,1
2015-09-23,1.4600000000000002,-0.002048652933485662,1
2015-09-24,1.46,-0.0033629742722152134,1
2015-09-25,1.47,-0.0004657806483666649,1
2015-09-28,1.4300000000000002,-0.02566611782492978,1
2015-09-29,1.4099999999999997,0.0012328818080848958,0
2015-09-30,1.42,0.0190755218699743,0
2015-10-01,1.4099999999999997,0.001973927490716232,0
2015-10-02,1.4100000000000001,0.014315268580220586,0
2015-10-05,1.46,0.01828980813381431,0
2015-10-06,1.44,-0.0035882338139452408,1
2015-10-07,1.4300000000000002,0.008035678209220576,0
2015-10-08,1.4700000000000002,0.008818386335509576,0
2015-10-09,1.4700000000000002,0.0007251307470337309,0
2015-10-13,1.42,-0.006825414134604912,1
2015-10-14,1.42,-0.004716298429397803,1
2015-10-15,1.4300000000000002,0.01485277599486512,0
2015-10-16,1.4300000000000002,0.004570474242289402,0
2015-10-19,1.4300000000000002,0.00027052151629769483,0
2015-10-20,1.42,-0.001421083170244808,1
2015-10-21,1.4,-0.005825376581296671,1
2015-10-22,1.4300000000000002,0.016627537222502875,0
2015-10-23,1.4299999999999997,0.011030396928638497,0
2015-10-26,1.4099999999999997,-0.0019131147145990957,1
2015-10-27,1.4,-0.0025540995953997614,1
2015-10-28,1.37,0.011839933394323987,0
2015-10-29,1.44,-0.00044968545937285054,1
2015-10-30,1.4100000000000001,-0.0048099702786910115,1
2015-11-02,1.4300000000000002,0.011873845798707316,0
2015-11-03,1.43,0.002728072051519481,0
2015-11-04,1.4100000000000001,-0.0035453765540646165,1
2015-11-05,1.4099999999999997,-0.0011320880364932284,1
2015-11-06,1.44,-0.00034763063530685034,1
2015-11-09,1.4699999999999998,-0.00982278963414629,1
2015-11-10,1.4499999999999997,0.0015106466914911465,0
2015-11-12,1.4299999999999997,-0.01399036144578314,1
2015-11-13,1.42,-0.011207397957936904,1
2015-11-16,1.3900000000000001,0.014903313824738973,0
2015-11-17,1.3900000000000001,-0.0013393792099123392,1
2015-11-18,1.37,0.016162384658902518,0
2015-11-19,1.33,-0.0011230670288638889,1
2015-11-20,1.3299999999999996,0.0038102285176147,0
2015-11-23,1.31,-0.0012349401915593416,1
2015-11-24,1.31,0.0012220896294909966,0
2015-11-25,1.2999999999999998,-0.0001292397828771552,1
2015-11-27,1.3000000000000003,0.0005936223891387371,0
2015-11-30,1.27,-0.004640904067250151,1
2015-12-01,1.2399999999999998,0.010680586999677999,0
2015-12-02,1.2400000000000002,-0.010995752937987158,1
2015-12-03,1.37,-0.014373578391063457,1
2015-12-04,1.3199999999999998,0.020525755993794137,0
2015-12-07,1.29,-0.00698956346303703,1
2015-12-08,1.3000000000000003,-0.006489911269239812,1
2015-12-09,1.29,-0.007738940390290883,1
2015-12-10,1.2900000000000003,0.00225139430167709,0
2015-12-11,1.25,-0.01942277425044958,1
2015-12-14,1.26,0.00475558669628362,0
2015-12-15,1.2999999999999998,0.010618514891638675,0
2015-12-16,1.2799999999999998,0.014514952946300674,0
2015-12-17,1.2400000000000002,-0.015040495497016582,1
2015-12-18,1.22,-0.017797236873680844,1
2015-12-21,1.2400000000000002,0.007778414898656383,0
2015-12-22,1.2500000000000002,0.008816762734086936,0
2015-12-23,1.26,0.012418034595898853,0
2015-12-24,1.22,-0.0015986125980361754,1
2015-12-28,1.1900000000000002,-0.0021785646703768036,1
2015-12-29,1.2299999999999998,0.010629710673474513,0
2015-12-30,1.23,-0.007217228968994793,1
2015-12-31,1.21,-0.009411833126550917,1
2016-01-04,1.2200000000000002,-0.01530377604039257,1
2016-01-05,1.21,0.002012262379140095,0
2016-01-06,1.1900000000000002,-0.013115420660382515,1
2016-01-07,1.2000000000000002,-0.023700421050516063,1
2016-01-08,1.19,-0.01083840686741222,1
2016-01-11,1.23,0.0008532645172032449,0
2016-01-12,1.19,0.007802793618448156,0
2016-01-13,1.17,-0.024965440402748285,1
2016-01-14,1.2000000000000002,0.01669593922593471,0
2016-01-15,1.1799999999999997,-0.02159909253631931,1
2016-01-19,1.1800000000000002,0.0005318215419634065,0
2016-01-20,1.1599999999999997,-0.011693854879261001,1
2016-01-21,1.1800000000000002,0.005195419855539507,0
2016-01-22,1.19,0.020283682630725774,0
2016-01-25,1.15,-0.015637946405160252,1
2016-01-26,1.1599999999999997,0.014144309246276299,0
2016-01-27,1.1800000000000002,-0.010863455608495332,1
2016-01-28,1.17,0.005528558910220527,0
2016-01-29,1.18,0.02476021464486422,0
2016-02-01,1.16,-0.00044324413474616797,1
2016-02-02,1.12,-0.018743103466056232,1
2016-02-03,1.16,0.004992039011471272,0
2016-02-04,1.1700000000000002,0.0015267734362336416,0
2016-02-05,1.12,-0.018481296823200877,1
2016-02-08,1.0899999999999999,-0.014153878886199789,1
2016-02-09,1.05,-0.0006636308701657434,1
2016-02-10,1.0,-0.0001889634544679497,1
2016-02-11,0.9899999999999999,-0.01230114587495812,1
2016-02-12,1.03,0.01951800905373191,0
2016-02-16,1.04,0.01651669365823305,0
2016-02-17,1.07,0.01648044398020665,0
2016-02-18,1.04,-0.004665718645228911,1
2016-02-19,1.0,-2.60711324778784e-05,1
2016-02-22,0.99,0.01445421268341529,0
2016-02-23,0.98,-0.012454381906964795,1
2016-02-24,1.0,0.0044397716094042305,0
2016-02-25,0.99,0.011348326251425123,0
2016-02-26,0.96,-0.0018701644719988364,1
2016-02-29,0.96,-0.008120941454274777,1
2016-03-01,0.9800000000000001,0.023868794087660294,0
2016-03-02,0.9900000000000001,0.00409432102509677,0
2016-03-03,0.9800000000000001,0.003498703717687457,0
2016-03-04,0.9999999999999999,0.0033059095013543427,0
2016-03-07,0.9999999999999999,0.0008850044250221512,0
2016-03-08,0.9500000000000001,-0.011240108704340224,1
2016-03-09,0.9999999999999999,0.005052393318714987,0
2016-03-10,0.9999999999999999,0.00015583684385145347,0
2016-03-11,1.01,0.016395502545776264,0
2016-03-14,1.0,-0.0012610091039911842,1
2016-03-15,0.99,-0.0018369610425620353,1
2016-03-16,1.0699999999999998,0.005600392870784177,0
2016-03-17,1.04,0.0065952387999328455,0
2016-03-18,1.04,0.004405588579773578,0
2016-03-21,1.0499999999999998,0.0009855677748611402,0
2016-03-22,1.0299999999999998,-0.0008773640085785184,1
2016-03-23,1.0099999999999998,-0.006385988876963622,1
2016-03-24,1.02,-0.00037806069592627445,1
2016-03-28,0.9999999999999999,0.0005452027073489241,0
2016-03-29,1.03,0.008816671166638201,0
2016-03-30,1.07,0.004350343793947387,0
2016-03-31,1.05,-0.0020397780953995692,1
2016-04-01,1.03,0.006330896132521691,0
2016-04-04,1.03,-0.0032082517199124583,1
2016-04-05,1.01,-0.010144569799577008,1
2016-04-06,1.03,0.010507683957812652,0
2016-04-07,1.0,-0.011975845083371128,1
2016-04-08,1.02,0.0027866066574921966,0
2016-04-11,1.03,-0.002739792928306284,1
2016-04-12,1.05,0.00966214330138726,0
2016-04-13,1.02,0.010040160642570406,0
2016-04-14,1.03,0.00017287578874580767,0
2016-04-15,1.02,-0.00098426141983321,1
2016-04-18,1.03,0.006540973600611455,0
2016-04-19,1.02,0.0030845039487379378,0
2016-04-20,1.05,0.0007616146230007281,0
2016-04-21,1.06,-0.005194063926940662,1
2016-04-22,1.0499999999999998,4.7813031919918814e-05,0
2016-04-25,1.06,-0.0018120272712495167,1
2016-04-26,1.08,0.001872793719674748,0
2016-04-27,1.04,0.001649376105560263,0
2016-04-28,1.06,-0.00923084266043006,1
2016-04-29,1.06,-0.00506308380824827,1
2016-05-02,1.0799999999999998,0.007810003389338016,0
2016-05-03,1.06,-0.008676727057840061,1
2016-05-04,1.04,-0.005936889651395494,1
2016-05-05,1.04,-0.00023889387261577522,1
2016-05-06,1.05,0.003174634136826171,0
2016-05-09,1.05,0.0007534732687128898,0
2016-05-10,1.05,0.012483666797817872,0
2016-05-11,0.99,-0.0095615503816463,1
2016-05-12,0.99,-0.00016953585925616466,1
2016-05-13,0.95,-0.008478230326872227,1
2016-05-16,0.96,0.009796688181920254,0
2016-05-17,0.9400000000000001,-0.009411320681679491,1
2016-05-18,0.9700000000000001,0.00020515726281145064,0
2016-05-19,0.9600000000000001,-0.0037067243593813526,1
2016-05-20,0.9600000000000001,0.006019489813925416,0
2016-05-23,0.93,-0.002085444764948985,1
2016-05-24,0.9400000000000001,0.013681373410675546,0
2016-05-25,0.9500000000000001,0.006974750248066153,0
2016-05-26,0.9600000000000001,-0.0002104719354808493,1
2016-05-27,0.9500000000000001,0.004286876226017977,0
2016-05-31,0.9700000000000001,-0.0010004478195001498,1
2016-06-01,0.9400000000000001,0.001130207538531991,0
2016-06-02,0.92,0.002824710741046177,0
2016-06-03,0.9299999999999999,-0.0029117543676315805,1
2016-06-06,0.9299999999999999,0.004897266962979874,0
2016-06-07,0.94,0.0012894600859958416,0
2016-06-08,0.9299999999999999,0.003309455383901483,0
2016-06-09,0.9099999999999999,-0.0017176941371889187,1
2016-06-10,0.9099999999999999,-0.009175222644506098,1
2016-06-13,0.8900000000000001,-0.008115186992800894,1
2016-06-14,0.8800000000000001,-0.0017988898829277566,1
2016-06-15,0.9100000000000001,-0.0018406799915194894,1
2016-06-16,0.8700000000000001,0.0031329954139511784,0
2016-06-17,0.9200000000000002,-0.003257956005563112,1
2016-06-20,0.9299999999999999,0.005808171029634712,0
2016-06-21,0.95,0.0027121084843393373,0
2016-06-22,0.94,-0.001651586959643958,1
2016-06-23,0.96,0.013364022153492305,0
2016-06-24,0.93,-0.03591978498287063,1
2016-06-27,0.85,-0.01809650487628911,1
2016-06-28,0.85,0.01777020204544777,0
2016-06-29,0.88,0.01703264590465059,0
2016-06-30,0.91,0.013565002390415248,0
2016-07-01,0.87,0.0019486769007937,0
2016-07-05,0.81,-0.006847523716683512,1
2016-07-06,0.7999999999999999,0.005352996097771179,0
2016-07-07,0.82,-0.0008715406266519565,1
2016-07-08,0.7600000000000001,0.015253348586681925,0
2016-07-11,0.7699999999999999,0.0034086107328981097,0
